,title,studio,domestic_gross,foreign_gross,year
2345,The Angry Birds Movie,Sony,107500000.0,244800000.0,2016
2346,Trolls,Fox,153700000.0,193200000.0,2016
2347,Star Trek Beyond,Par.,158800000.0,184600000.0,2016
2348,Now You See Me 2,LG/S,65099999.0,269800000.0,2016
2349,The Conjuring 2,WB (NL),102500000.0,217900000.0,2016
2350,Passengers (2016),Sony,100000000.0,203100000.0,2016
2351,Dangal,UTV,12400000.0,290500000.0,2016
2352,Alice Through the Looking Glass,BV,77000000.0,222400000.0,2016
2353,Miss Peregrine's Home for Peculiar Children,Fox,87200000.0,209200000.0,2016
2354,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,82100000.0,163600000.0,2016
2355,Assassin's Creed,Fox,54600000.0,186300000.0,2016
2356,Sully,WB,125100000.0,115700000.0,2016
2357,Hidden Figures,Fox,169600000.0,66300000.0,2016
2358,Ghostbusters (2016),Sony,128400000.0,100800000.0,2016
2359,Inferno,Sony,34300000.0,185700000.0,2016
2360,Central Intelligence,WB (NL),127400000.0,89500000.0,2016
2361,Bridget Jones's Baby,Uni.,24300000.0,187700000.0,2016
2362,Me Before You,WB (NL),56200000.0,152100000.0,2016
2363,London Has Fallen,Focus,62500000.0,143200000.0,2016
2364,Arrival,Par.,100500000.0,102800000.0,2016
2365,The Monkey King 2 in 3D,CL,710000.0,193000000.0,2016
2366,Bad Moms,STX,113300000.0,70700000.0,2016
2367,Storks,WB,72700000.0,110700000.0,2016
2368,The BFG,BV,55500000.0,127900000.0,2016
2369,The Divergent Series: Allegiant,LG/S,66200000.0,113100000.0,2016
2370,Hacksaw Ridge,LGF,67200000.0,108100000.0,2016
2371,The Girl on the Train (2016),Uni.,75400000.0,97800000.0,2016
2372,Operation Mekong,WGUSA,800000.0,172300000.0,2016
2373,The Huntsman: Winter's War,Uni.,48400000.0,116600000.0,2016
2374,The Magnificent Seven (2016),Sony,93400000.0,68900000.0,2016
2375,Jack Reacher: Never Go Back,Par.,58700000.0,103400000.0,2016
2376,Don't Breathe,SGem,89200000.0,67900000.0,2016
2377,Ip Man 3,WGUSA,2700000.0,154200000.0,2016
2378,The Accountant,WB,86300000.0,68900000.0,2016
2379,Gods of Egypt,LG/S,31200000.0,119500000.0,2016
2380,Lights Out,WB (NL),67300000.0,81600000.0,2016
2381,Pete's Dragon (2016),BV,76200000.0,67500000.0,2016
2382,Sausage Party,Sony,97700000.0,43000000.0,2016
2383,Lion,Wein.,51700000.0,88600000.0,2016
2384,Detective Chinatown (Tang ren jie tan an),CL,474000.0,125400000.0,2016
2385,Mechanic: Resurrection,LG/S,21200000.0,104500000.0,2016
2386,Ride Along 2,Uni.,91200000.0,33400000.0,2016
2387,Deepwater Horizon,LG/S,61400000.0,60400000.0,2016
2388,Allied,Par.,40100000.0,79400000.0,2016
2389,The Shallows,Sony,55100000.0,64000000.0,2016
2390,The Purge: Election Year,Uni.,79200000.0,39400000.0,2016
2391,Why Him?,Fox,60300000.0,57800000.0,2016
2393,Office Christmas Party,Par.,54800000.0,59700000.0,2016
2394,How to Be Single,WB (NL),46800000.0,65500000.0,2016
2395,10 Cloverfield Lane,Par.,72100000.0,38100000.0,2016
2396,The 5th Wave,Sony,34900000.0,75000000.0,2016
2397,Neighbors 2: Sorority Rising,Uni.,55500000.0,52600000.0,2016
2398,Cold War 2,WGUSA,561000.0,102600000.0,2016
2399,The Little Prince,EOne,1300000.0,96200000.0,2016
2400,Dirty Grandpa,LGF,35600000.0,58500000.0,2016
2401,Ben-Hur (2016),Par.,26400000.0,67700000.0,2016
2402,Money Monster,TriS,41000000.0,52300000.0,2016
2403,My Big Fat Greek Wedding 2,Uni.,59700000.0,29200000.0,2016
2404,Collateral Beauty,WB (NL),31000000.0,57500000.0,2016
2405,Train to Busan,WGUSA,2100000.0,85400000.0,2016
2406,Sultan,Yash,6200000.0,81100000.0,2016
2407,War Dogs,WB,43000000.0,43200000.0,2016
2408,Nerve,LGF,38600000.0,46700000.0,2016
2409,Ouija: Origin of Evil,Uni.,35100000.0,46600000.0,2016
2410,Manchester by the Sea,RAtt.,47700000.0,31300000.0,2016
2411,The Boss,Uni.,63300000.0,15600000.0,2016
2412,Shin Godzilla,FUN,1900000.0,76000000.0,2016
2413,Mike and Dave Need Wedding Dates,Fox,46000000.0,31100000.0,2016
2414,Boo! A Madea Halloween,LGF,73200000.0,1600000.0,2016
2415,Miracles from Heaven,TriS,61700000.0,12200000.0,2016
2416,I Am Not Madame Bovary,WGUSA,437000.0,70400000.0,2016
2417,Kubo and the Two Strings,Focus,48000000.0,21900000.0,2016
2418,13 Hours: The Secret Soldiers of Benghazi,Par.,52900000.0,16600000.0,2016
2419,Moonlight (2016),A24,27900000.0,37200000.0,2016
2420,Fences,Par.,57700000.0,6700000.0,2016
2421,The Boy (2016),STX,35800000.0,28400000.0,2016
2422,"Hail, Caesar!",Uni.,30500000.0,33100000.0,2016
2423,The Nice Guys,WB,36300000.0,26500000.0,2016
2424,L.O.R.D: Legend of Ravaging Dynasties,AR,350000.0,57700000.0,2016
2425,Nine Lives (2016),EC,19700000.0,38100000.0,2016
2426,Zoolander 2,Par.,28800000.0,27900000.0,2016
2427,Barbershop: The Next Cut,WB (NL),54000000.0,1000000.0,2016
2428,The Finest Hours,BV,27600000.0,24500000.0,2016
2429,Master,CJ,597000.0,51000000.0,2016
2430,Patriots Day,LGF,31900000.0,18700000.0,2016
2431,Florence Foster Jenkins,Par.,27400000.0,21500000.0,2016
2432,Mother's Day,ORF,32500000.0,15900000.0,2016
2433,Luck-Key,JBG,467000.0,47700000.0,2016
2434,Yo-kai Watch: The Movie,Elev.,257000.0,47600000.0,2016
2435,A Monster Calls,Focus,3700000.0,43600000.0,2016
2436,Eddie the Eagle,Fox,15800000.0,30400000.0,2016
2437,Risen,Sony,36900000.0,9200000.0,2016
2438,Blair Witch,LGF,20800000.0,24400000.0,2016
2439,Cafe Society,LGF,11100000.0,32700000.0,2016
2440,Almost Christmas,Uni.,42200000.0,422000.0,2016
2441,The Witch,A24,25100000.0,15300000.0,2016
2442,The Wild Life (2016),LG/S,8000000.0,31500000.0,2016
2443,Criminal (2016),LG/S,14700000.0,24100000.0,2016
2444,Absolutely Fabulous: The Movie,FoxS,4800000.0,33100000.0,2016
2445,Hell or High Water,LGF,27000000.0,10900000.0,2016
2446,The Forest,Focus,26600000.0,11000000.0,2016
2447,Snowden,ORF,21600000.0,15700000.0,2016
2448,Billy Lynn's Long Halftime Walk,TriS,1700000.0,29200000.0,2016
2449,When the Bough Breaks,SGem,29700000.0,911000.0,2016
2450,Nocturnal Animals,Focus,10700000.0,19600000.0,2016
2451,Keeping Up with the Joneses,Fox,14900000.0,15000000.0,2016
2452,Ae Dil Hai Mushkil,FIP,4300000.0,24100000.0,2016
2453,Fan,Yash,2300000.0,25900000.0,2016
2454,M.S. Dhoni: The Untold Story,FIP,1800000.0,26000000.0,2016
2455,The Light Between Oceans,BV,12500000.0,13400000.0,2016
2456,The Brothers Grimsby,Sony,6900000.0,18300000.0,2016
2457,Race (2016),Focus,19200000.0,5900000.0,2016
2458,Free State of Jones,STX,20800000.0,4200000.0,2016
2459,A Beautiful Planet,Imax,15500000.0,9400000.0,2016
2460,God's Not Dead 2,PFR,20800000.0,3700000.0,2016
2461,Silence (2016),Par.,7100000.0,16600000.0,2016
2462,Middle School: The Worst Years of My Life,LGF,20000000.0,3300000.0,2016
2463,Triple 9,ORF,12600000.0,10500000.0,2016
2465,Captain Fantastic,BST,5900000.0,16900000.0,2016
2466,Live By Night,WB,10400000.0,12300000.0,2016
2467,Julieta,SPC,1500000.0,21000000.0,2016
2469,Fifty Shades of Black,ORF,11700000.0,10500000.0,2016
2471,El Clan,FIP,201000.0,20200000.0,2016
2472,The Edge of Seventeen,STX,14400000.0,4400000.0,2016
2476,Regression,W/Dim.,55000.0,17600000.0,2016
2477,Neerja,FIP,1600000.0,16000000.0,2016
2480,Hardcore Henry,STX,9300000.0,7600000.0,2016
2481,Pride and Prejudice and Zombies,SGem,10900000.0,5500000.0,2016
2483,Kapoor & Sons - Since 1921,FIP,2600000.0,12800000.0,2016
2484,The Take (2016),HTR,50300.0,14800000.0,2016
2485,Sword Master,WGUSA,75500.0,14600000.0,2016
2487,The Other Side of the Door,Fox,3000000.0,11300000.0,2016
2490,Sing Street,Wein.,3200000.0,10400000.0,2016
2491,Shut In,EC,6900000.0,6200000.0,2016
2492,Loving,Focus,7800000.0,5200000.0,2016
2493,The Beatles: Eight Days a Week - The Touring Years,Abr.,2900000.0,9400000.0,2016
2494,The Man Who Knew Infinity,IFC,3900000.0,8400000.0,2016
2497,Our Kind of Traitor,RAtt.,3200000.0,7600000.0,2016
2498,The Perfect Match,LGF,9700000.0,745000.0,2016
2499,Queen of Katwe,BV,8900000.0,1500000.0,2016
2500,Miss Sloane,EC,3500000.0,5600000.0,2016
2502,Morgan,Fox,3900000.0,4900000.0,2016
2504,My King (Mon roi),FM,54100.0,7900000.0,2016
2505,Pele: Birth of a Legend,IFC,57000.0,7800000.0,2016
2506,A Bigger Splash,FoxS,2000000.0,5500000.0,2016
2507,Southside with You,RAtt.,6300000.0,208000.0,2016
2509,Incarnate,BH Tilt,4800000.0,1500000.0,2016
2510,Max Steel,ORF,3800000.0,2500000.0,2016
2511,Midnight Special,WB,3700000.0,2500000.0,2016
2512,The Duelist,Sony,13500.0,6100000.0,2016
2513,The Autopsy of Jane Doe,IFC,10500.0,6000000.0,2016
2514,My Best Friend's Wedding (2016),Sony,78600.0,5600000.0,2016
2515,Genius,RAtt.,1400000.0,4300000.0,2016
2520,Men & Chicken,Drft.,30200.0,4600000.0,2016
2525,Indignation,RAtt.,3400000.0,523000.0,2016
2527,Rules Don't Apply,Fox,3700000.0,233000.0,2016
2530,Naam Hai Akira,FIP,219000.0,3500000.0,2016
2532,Miles Ahead,SPC,2600000.0,850000.0,2016
2535,The Program (2016),EOne,13100.0,3300000.0,2016
2539,Desierto,STX,2000000.0,1000000.0,2016
2541,Hillsong - Let Hope Rise,PFR,2400000.0,255000.0,2016
2542,El Jeremias,Sony,650000.0,1900000.0,2016
2547,Equals,A24,33300.0,2100000.0,2016
2552,American Honey,A24,663000.0,1200000.0,2016
2554,A Perfect Day,IFC,14000.0,1700000.0,2016
2556,Rustom,Zee,1100000.0,571000.0,2016
2567,Ma ma,Osci.,47300.0,1100000.0,2016
2665,The Monster (2016),A24,12500.0,62200.0,2016
2696,Troublemakers: The Story of Land Art,FRun,29500.0,9100.0,2016
2758,Star Wars: The Last Jedi,BV,620200000.0,712400000.0,2017
2759,Beauty and the Beast (2017),BV,504000000.0,759500000.0,2017
2761,Despicable Me 3,Uni.,264600000.0,770200000.0,2017
2762,Jumanji: Welcome to the Jungle,Sony,404500000.0,557600000.0,2017
2763,Spider-Man: Homecoming,Sony,334200000.0,546000000.0,2017
2764,Wolf Warrior 2,HC,2700000.0,867600000.0,2017
2765,Guardians of the Galaxy Vol. 2,BV,389800000.0,473900000.0,2017
2766,Thor: Ragnarok,BV,315100000.0,538900000.0,2017
2767,Wonder Woman,WB,412600000.0,409300000.0,2017
2768,Coco,BV,209700000.0,597400000.0,2017
2769,Pirates of the Caribbean: Dead Men Tell No Tales,BV,172600000.0,622300000.0,2017
2770,It,WB (NL),327500000.0,372900000.0,2017
2771,Justice League,WB,229000000.0,428900000.0,2017
2772,Logan (2017),Fox,226300000.0,392700000.0,2017
2773,Transformers: The Last Knight,Par.,130199999.0,475300000.0,2017
2774,Kong: Skull Island,WB,168100000.0,398600000.0,2017
2775,The Boss Baby,Fox,175000000.0,353000000.0,2017
2776,Dunkirk,WB,188000000.0,337200000.0,2017
2777,War for the Planet of the Apes,Fox,146900000.0,343800000.0,2017
2778,The Greatest Showman,Fox,174300000.0,260700000.0,2017
2779,Kingsman: The Golden Circle,Fox,100200000.0,310700000.0,2017
2780,The Mummy (2017),Uni.,80200000.0,329000000.0,2017
2781,Cars 3,BV,152900000.0,231000000.0,2017
2782,Fifty Shades Darker,Uni.,114600000.0,267000000.0,2017
2783,Your Name.,FUN,5000000.0,353000000.0,2017
2784,Murder on the Orient Express (2017),Fox,102800000.0,250000000.0,2017
2785,xXx: The Return of Xander Cage,Par.,44900000.0,301200000.0,2017
2786,The Great Wall,Uni.,45500000.0,289400000.0,2017
2787,Resident Evil: The Final Chapter,SGem,26800000.0,285400000.0,2017
2788,The LEGO Batman Movie,WB,175800000.0,136200000.0,2017
2789,Annabelle: Creation,WB (NL),102100000.0,204400000.0,2017
2790,Wonder,LGF,132400000.0,173500000.0,2017
2791,Ferdinand,Fox,84400000.0,211700000.0,2017
2792,Split,Uni.,138300000.0,140200000.0,2017
2793,Blade Runner 2049,WB,92100000.0,167200000.0,2017
2794,Get Out,Uni.,176000000.0,79400000.0,2017
2795,Kung Fu Yoga,WGUSA,363000.0,253800000.0,2017
2796,Baahubali 2: The Conclusion,GrtIndia,20200000.0,234000000.0,2017
2797,Journey to the West: The Demons Strike Back,Sony,880000.0,245700000.0,2017
2798,Alien: Covenant,Fox,74300000.0,166600000.0,2017
2799,Baby Driver,TriS,107800000.0,119100000.0,2017
2800,Valerian and the City of a Thousand Planets,STX,41200000.0,184700000.0,2017
2801,Geostorm,WB,33700000.0,187900000.0,2017
2802,The Emoji Movie,Sony,86100000.0,131699999.0,2017
2803,A Dog's Purpose,Uni.,64500000.0,140500000.0,2017
2804,Smurfs: The Lost Village,Sony,45000000.0,152200000.0,2017
2805,The Shape of Water,FoxS,63900000.0,131400000.0,2017
2806,Pitch Perfect 3,Uni.,104900000.0,80500000.0,2017
2807,Daddy's Home 2,Par.,104000000.0,76600000.0,2017
2808,The Post,Fox,81900000.0,97900000.0,2017
2809,Baywatch,Par.,58100000.0,119800000.0,2017
2810,The Hitman's Bodyguard,LG/S,75500000.0,101100000.0,2017
2811,John Wick: Chapter Two,LG/S,92000000.0,79500000.0,2017
2812,Ghost in the Shell (2017),Par.,40600000.0,129199999.0,2017
2813,"Three Billboards Outside Ebbing, Missouri",FoxS,54500000.0,104700000.0,2017
2814,Duckweed,CL,472000.0,150600000.0,2017
2815,Darkest Hour,Focus,56500000.0,94400000.0,2017
2816,King Arthur: Legend of the Sword,WB,39200000.0,109500000.0,2017
2817,The Foreigner,STX,34400000.0,111000000.0,2017
2818,Power Rangers (2017),LGF,85400000.0,57000000.0,2017
2819,Girls Trip,Uni.,115200000.0,25400000.0,2017
2820,American Made,Uni.,51300000.0,83500000.0,2017
2821,A Bad Moms Christmas,STX,72100000.0,58400000.0,2017
2822,Captain Underpants: The First Epic Movie,Fox,73900000.0,51600000.0,2017
2823,Happy Death Day,Uni.,55700000.0,69800000.0,2017
2824,The LEGO Ninjago Movie,WB,59300000.0,63800000.0,2017
2826,The Dark Tower,Sony,50700000.0,62500000.0,2017
2827,Buddies in India,CL,293000.0,109300000.0,2017
2828,Leap!,Wein.,21900000.0,81400000.0,2017
2829,Jigsaw,LGF,38100000.0,64900000.0,2017
2830,Railroad Tigers,WGUSA,218000.0,102000000.0,2017
2831,Life (2017),Sony,30200000.0,70300000.0,2017
2832,Atomic Blonde,Focus,51700000.0,48300000.0,2017
2833,The Shack,LG/S,57400000.0,39600000.0,2017
2834,Some Like It Hot (Qing Shung),CL,100000.0,95600000.0,2017
2835,Tiger Zinda Hai,Yash,5600000.0,81800000.0,2017
2836,Going in Style (2017),WB (NL),45000000.0,39900000.0,2017
2837,Rings,Par.,27800000.0,55300000.0,2017
2838,A Taxi Driver,WGUSA,1500000.0,80100000.0,2017
2839,Underworld: Blood Wars,SGem,30400000.0,50700000.0,2017
2840,Lady Bird,A24,49000000.0,30000000.0,2017
2841,American Assassin,LGF,36200000.0,31000000.0,2017
2842,One Piece Film: Gold,FUN,424000.0,65800000.0,2017
2843,Victoria and Abdul,Focus,22200000.0,43200000.0,2017
2844,The Nut Job 2: Nutty by Nature,ORF,28400000.0,36800000.0,2017
2845,Monster Trucks,Par.,33400000.0,31100000.0,2017
2846,The Mountain Between Us,Fox,30300000.0,32500000.0,2017
2847,The Star,Sony,40900000.0,22000000.0,2017
2848,How to be a Latin Lover,PNT,32100000.0,29700000.0,2017
2849,"Everything, Everything",WB,34100000.0,27500000.0,2017
2850,Snatched,Fox,45900000.0,15000000.0,2017
2851,My Little Pony: The Movie,LGF,21900000.0,38400000.0,2017
2852,Molly's Game,STX,28800000.0,30500000.0,2017
2853,All the Money in the World,TriS,25100000.0,31900000.0,2017
2854,The Big Sick,LGF,42900000.0,13500000.0,2017
2855,Confidential Assignment,CJ,476000.0,55500000.0,2017
2856,Downsizing,Par.,24400000.0,30600000.0,2017
2857,"I, Tonya",Neon,30000000.0,23900000.0,2017
2858,Logan Lucky,BST,27800000.0,20700000.0,2017
2859,Tyler Perry's Boo 2! A Madea Halloween,LGF,47300000.0,1000000.0,2017
2860,Phantom Thread,Focus,21200000.0,26600000.0,2017
2861,Rough Night,Sony,22100000.0,25200000.0,2017
2862,The Battleship Island,CJ,1100000.0,45000000.0,2017
2863,Flatliners (2017),Sony,16900000.0,28300000.0,2017
2865,mother!,Par.,17800000.0,26700000.0,2017
2867,The Snowman,Uni.,6700000.0,36400000.0,2017
2868,Gifted,FoxS,24800000.0,18200000.0,2017
2869,Loving Vincent,Good Deed,6700000.0,35500000.0,2017
2870,Call Me by Your Name,SPC,18100000.0,23800000.0,2017
2871,T2: Trainspotting,TriS,2400000.0,39300000.0,2017
2872,Fist Fight,WB (NL),32200000.0,8900000.0,2017
2873,Diary of a Wimpy Kid: The Long Haul,Fox,20700000.0,19400000.0,2017
2874,The House,WB (NL),25600000.0,8600000.0,2017
2875,Tad the Lost Explorer and the Secret of King Midas,ParC,5900.0,34200000.0,2017
2877,Sleepless,ORF,20800000.0,12100000.0,2017
2879,The Disaster Artist,A24,21100000.0,8700000.0,2017
2881,The Beguiled (2017),Focus,10700000.0,16700000.0,2017
2883,Judwaa 2,FIP,1400000.0,25500000.0,2017
2884,CHiPs,WB,18600000.0,8199999.0,2017
2885,The Bye Bye Man,STX,22400000.0,4300000.0,2017
2886,A Cure for Wellness,Fox,8100000.0,18500000.0,2017
2887,The Zookeeper's Wife,Focus,17600000.0,8600000.0,2017
2888,Only The Brave,Sony,18300000.0,7400000.0,2017
2889,Father Figures,WB,17500000.0,8100000.0,2017
2890,Badrinath Ki Dulhania,FIP,2000000.0,23200000.0,2017
2891,Born in China,BV,13900000.0,11200000.0,2017
2892,The Founder,Wein.,12800000.0,11300000.0,2017
2893,Jolly Llb 2,FIP,1700000.0,21300000.0,2017
2894,The Glass Castle,LGF,17300000.0,4600000.0,2017
2895,Sword Art Online: The Movie - Ordinal Scale,Elev.,1500000.0,19200000.0,2017
2897,It Comes At Night,A24,14000000.0,5300000.0,2017
2898,The Lost City of Z,BST,8600000.0,10700000.0,2017
2899,Unforgettable (2017),WB,11400000.0,6400000.0,2017
2900,The Case for Christ,PFR,14700000.0,3000000.0,2017
2902,Wonder Wheel,Amazon,1400000.0,14500000.0,2017
2903,Gold,Wein.,7200000.0,7700000.0,2017
2904,The Space Between Us,STX,7900000.0,6900000.0,2017
2906,A United Kingdom,FoxS,3900000.0,9900000.0,2017
2907,"Roman J. Israel, Esq.",Sony,12000000.0,1100000.0,2017
2908,Mubarakan,Sony,759000.0,12100000.0,2017
2910,The Promise (2017),ORF,8199999.0,4200000.0,2017
2912,Earth: One Amazing Day,BBC,81300.0,11600000.0,2017
2915,My Cousin Rachel,FoxS,2700000.0,6500000.0,2017
2916,Truman,FR,211000.0,8800000.0,2017
2917,Stronger,RAtt.,4200000.0,4200000.0,2017
2918,Tulip Fever,Wein.,2500000.0,5900000.0,2017
2919,Viceroy's House,IFC,1100000.0,6700000.0,2017
2920,Amityville: The Awakening,W/Dim.,700.0,7700000.0,2017
2921,Just Getting Started,BG,6100000.0,1600000.0,2017
2922,Beatriz At Dinner,RAtt.,7100000.0,310000.0,2017
2924,The Red Turtle,SPC,922000.0,5700000.0,2017
2925,From the Land of the Moon,IFC,47700.0,6500000.0,2017
2927,All Saints,Affirm,5800000.0,140000.0,2017
2932,Phillauri,FIP,468000.0,5000000.0,2017
2933,Ok Jaanu,FIP,356000.0,5000000.0,2017
2934,An Inconvenient Sequel: Truth to Power,Par.,3500000.0,1900000.0,2017
2935,Table 19,FoxS,3600000.0,1400000.0,2017
2936,Collide,ORF,2300000.0,2500000.0,2017
2937,The Wall,RAtt.,1800000.0,2700000.0,2017
2938,Mark Felt: The Man Who Brought Down the White House,SPC,769000.0,3600000.0,2017
2939,Terminator 2: Judgment Day 3D,Distrib.,1000000.0,2900000.0,2017
2940,Brad's Status,Annapurna,2100000.0,1700000.0,2017
2943,Wonderstruck,RAtt.,1100000.0,2200000.0,2017
2945,Raw (2017),FCW,515000.0,2600000.0,2017
2947,A Gentleman,FIP,410000.0,2500000.0,2017
2948,Inhumans,Imax,1500000.0,1300000.0,2017
2950,The Only Living Boy in New York,RAtt.,624000.0,1900000.0,2017
2952,Poster Boys,Sony,97000.0,2400000.0,2017
2961,Last Flag Flying,LGF,965000.0,904000.0,2017
2965,Human Flow,Magn.,528000.0,1300000.0,2017
2969,Patti Cake$,FoxS,800000.0,682000.0,2017
2975,6 Below: Miracle on the Mountain,MOM,14800.0,1100000.0,2017
2985,Buena Vista Social Club: Adios,BG,123000.0,578000.0,2017
2990,3 Generations,Wein.,156000.0,375000.0,2017
2993,Letters from Baghdad,Vita.,360000.0,143000.0,2017
3009,City of Ghosts,IFC,128000.0,100000.0,2017
3080,Black Panther,BV,700100000.0,646900000.0,2018
3081,Jurassic World: Fallen Kingdom,Uni.,417700000.0,891800000.0,2018
3082,Incredibles 2,BV,608600000.0,634200000.0,2018
3083,Aquaman,WB,335100000.0,812700000.0,2018
3084,Bohemian Rhapsody,Fox,216400000.0,687200000.0,2018
3085,Venom (2018),Sony,213500000.0,641500000.0,2018
3086,Mission: Impossible - Fallout,Par.,220200000.0,571000000.0,2018
3087,Deadpool 2,Fox,318500000.0,460500000.0,2018
3088,Fantastic Beasts: The Crimes of Grindelwald,WB,159600000.0,494100000.0,2018
3089,Ant-Man and the Wasp,BV,216600000.0,406000000.0,2018
3090,Ready Player One,WB,137700000.0,445200000.0,2018
3091,Operation Red Sea,WGUSA,1500000.0,577700000.0,2018
3092,Detective Chinatown 2,WB,2000000.0,542100000.0,2018
3093,The Meg,WB,145400000.0,384800000.0,2018
3094,Ralph Breaks the Internet,BV,201100000.0,328100000.0,2018
3095,Hotel Transylvania 3: Summer Vacation,Sony,167500000.0,361100000.0,2018
3096,Dr. Seuss' The Grinch (2018),Uni.,270600000.0,241000000.0,2018
3097,Bumblebee,Par.,127200000.0,340800000.0,2018
3098,A Star is Born (2018),WB,215300000.0,218900000.0,2018
3099,Rampage (2018),WB (NL),101000000.0,327000000.0,2018
3100,Mamma Mia! Here We Go Again,Uni.,120600000.0,274400000.0,2018
3101,Solo: A Star Wars Story,BV,213800000.0,179200000.0,2018
3102,Spider-Man: Into The Spider-Verse,Sony,190200000.0,185300000.0,2018
3103,Fifty Shades Freed,Uni.,100400000.0,271500000.0,2018
3104,The Nun,WB (NL),117500000.0,248100000.0,2018
3105,Monster Hunt 2,LGF,706000.0,361000000.0,2018
3106,Peter Rabbit,Sony,115300000.0,236000000.0,2018
3107,Mary Poppins Returns,BV,172000000.0,177600000.0,2018
3108,A Quiet Place,Par.,188000000.0,152900000.0,2018
3109,Green Book,Uni.,85100000.0,234700000.0,2018
3110,Skyscraper,Uni.,68400000.0,236400000.0,2018
3111,Ocean's 8,WB,140200000.0,157500000.0,2018
3112,Pacific Rim Uprising,Uni.,59900000.0,231100000.0,2018
3113,Maze Runner: The Death Cure,Fox,58000000.0,230200000.0,2018
3114,Tomb Raider,WB,58300000.0,216400000.0,2018
3115,Halloween (2018),Uni.,159300000.0,96100000.0,2018
3116,Crazy Rich Asians,WB,174500000.0,64000000.0,2018
3117,Paddington 2,WB,40900000.0,186400000.0,2018
3118,Smallfoot,WB,83200000.0,130900000.0,2018
3119,Creed II,MGM,115700000.0,98300000.0,2018
3120,Disney's Christopher Robin,BV,99200000.0,98500000.0,2018
3121,The Equalizer 2,Sony,102100000.0,88300000.0,2018
3122,The Nutcracker and the Four Realms,BV,54900000.0,119100000.0,2018
3123,The Mule,WB,103800000.0,68700000.0,2018
3124,Insidious: The Last Key,Uni.,67700000.0,100100000.0,2018
3125,The Predator (2018),Fox,51000000.0,109500000.0,2018
3126,Johnny English Strikes Again,Uni.,4400000.0,154500000.0,2018
3127,Red Sparrow,Fox,46900000.0,104700000.0,2018
3128,The First Purge,Uni.,69500000.0,67500000.0,2018
3129,A Wrinkle in Time,BV,100500000.0,32200000.0,2018
3130,The House With A Clock In Its Walls,Uni.,68500000.0,62900000.0,2018
3131,Instant Family,Par.,67400000.0,53200000.0,2018
3132,The Commuter,LGF,36300000.0,83600000.0,2018
3133,Game Night,WB (NL),69200000.0,48500000.0,2018
3134,The Monkey King 3,WGUSA,187000.0,114900000.0,2018
3135,First Man,Uni.,44900000.0,60800000.0,2018
3136,Night School (2018),Uni.,77300000.0,25800000.0,2018
3137,Alpha,Studio 8,35900000.0,62300000.0,2018
3138,A Simple Favor,LGF,53500000.0,44100000.0,2018
3139,The Favourite,FoxS,34400000.0,61600000.0,2018
3140,Truth or Dare,Uni.,41400000.0,53900000.0,2018
3141,I Feel Pretty,STX,48800000.0,45700000.0,2018
3142,Blockers,Uni.,60300000.0,33700000.0,2018
3143,Goosebumps 2: Haunted Halloween,Sony,46700000.0,46600000.0,2018
3144,BlacKkKlansman,Focus,49300000.0,44000000.0,2018
3145,Overboard (2018),PNT,50300000.0,40900000.0,2018
3146,Sherlock Gnomes,Par.,43200000.0,47100000.0,2018
3147,Robin Hood (2018),LG/S,30800000.0,54000000.0,2018
3148,Mortal Engines,Uni.,16000000.0,67700000.0,2018
3149,How Long Will I Love U,WGUSA,747000.0,82100000.0,2018
3150,Den of Thieves,STX,44900000.0,35600000.0,2018
3151,Hereditary,A24,44100000.0,35300000.0,2018
3152,Tag,WB (NL),54700000.0,23400000.0,2018
3153,Vice,Annapurna,47800000.0,28200000.0,2018
3154,Widows,Fox,42400000.0,33600000.0,2018
3155,Sicario: Day of the Soldado,Sony,50100000.0,25800000.0,2018
3156,Searching,SGem,26000000.0,49400000.0,2018
3157,The Spy Who Dumped Me,LGF,33600000.0,41800000.0,2018
3158,Second Act,STX,39300000.0,33000000.0,2018
3159,Sanju,FIP,7900000.0,63600000.0,2018
3161,12 Strong,WB,45800000.0,21600000.0,2018
3162,"Love, Simon",Fox,40800000.0,25500000.0,2018
3163,Mile 22,STX,36100000.0,30200000.0,2018
3164,Life of the Party,WB (NL),53100000.0,12800000.0,2018
3165,Isle Of Dogs,FoxS,32000000.0,32200000.0,2018
3166,Adrift,STX,31400000.0,28500000.0,2018
3167,The 15:17 to Paris,WB,36300000.0,20800000.0,2018
3168,Early Man,LGF,8300000.0,46400000.0,2018
3169,Peppermint,STX,35400000.0,18400000.0,2018
3170,Teen Titans Go! To The Movies,WB,29800000.0,22300000.0,2018
3171,Slender Man,SGem,30600000.0,21200000.0,2018
3172,Breaking In (2018),Uni.,46800000.0,4600000.0,2018
3173,Once Upon a Deadpool,Fox,6100000.0,44400000.0,2018
3174,The Son of Bigfoot,VPD,289000.0,46800000.0,2018
3175,Uncle Drew,LG/S,42500000.0,4200000.0,2018
3176,Tyler Perry's Acrimony,LGF,43500000.0,2900000.0,2018
3177,Mary Queen of Scots,Focus,16500000.0,29900000.0,2018
3178,The Possession of Hannah Grace,SGem,14800000.0,28200000.0,2018
3179,Overlord,Par.,21700000.0,20000000.0,2018
3180,The Darkest Minds,Fox,12700000.0,28400000.0,2018
